siren,adresse_ligne1,adresse_ligne2,adresse_ligne3,adress_nettoyee,adresse_regex
843794231,,37 Avenue Aristide Briand,, 37 AVENUE ARISTIDE BRIAND ,ARISTIDE$|BRIAND$
830198776,101 Rue de Joinville,,,101 RUE DE JOINVILLE  ,JOINVILLE$
850248840,,29 Rue des Fosses,, 29 RUE DES FOSSES ,FOSSES$
861414456,,RUE DES CENDRES,, RUE DES CENDRES ,CENDRES$
830523734,23 Avenue du Pont de Juillet,,,23 AVENUE DU PONT DE JUILLET  ,PONT$|JUILLET$
775577018,,Brest Carrefour Gab - Centre Commercial Iroise,, BREST CARREFOUR GAB   CENTRE COMMERCIAL IROISE ,BREST$|GAB$|CENTRE$|COMMERCIAL$|IROISE$
523963338,85 Rue Carnot,,,85 RUE CARNOT  ,CARNOT$
838125086,,44 boulevard des Deux Croix,, 44 BOULEVARD DES DEUX CROIX ,DEUX$|CROIX$
533348579,  Gemilly,,,  GEMILLY  ,GEMILLY$
403108707,148 Chemin du Four de Buze, Sainte Marthe,,148 CHEMIN DU FOUR DE BUZE  SAINTE MARTHE ,FOUR$|BUZE$|SAINTE$|MARTHE$
833011190,24 avenue Raymond Poincaré,,,24 AVENUE RAYMOND POINCARE  ,RAYMOND$|POINCARE$
397501388,,40 Rue Alphonse Daudet,, 40 RUE ALPHONSE DAUDET ,ALPHONSE$|DAUDET$
801840141,,16 avenue des Elysées,, 16 AVENUE DES ELYSEES ,ELYSEES$
502802333,,5 av. De Bettignies,, 5 AV  DE BETTIGNIES ,AV$|BETTIGNIES$
844586495,1 Rue Berthelot,,,1 RUE BERTHELOT  ,BERTHELOT$
490477106,,173 allée du Petit Champ,LOTISSEMENT LE PETIT CHAMP, 173 ALLEE DU PETIT CHAMP LOTISSEMENT LE PETIT CHAMP,ALLEE$|PETIT$|CHAMP$|PETIT$|CHAMP$
498425586,,223 rue des Biches,, 223 RUE DES BICHES ,BICHES$
788447001,,328 chemin du Nègre,, 328 CHEMIN DU NEGRE ,NEGRE$
824204986,,5 Place Casimir Petit Jouvet,, 5 PLACE CASIMIR PETIT JOUVET ,CASIMIR$|PETIT$|JOUVET$
523821122,35 Avenue Victor Cresson,,,35 AVENUE VICTOR CRESSON  ,VICTOR$|CRESSON$
493377964,8 Rue Ménard ,,,8 RUE MENARD   ,MENARD$
844776344,,1054 rue de la Ronce,, 1054 RUE DE LA RONCE ,RONCE$
431802511,6-8 Avenue de Verdun 1916,,,6 8 AVENUE DE VERDUN 1916  ,VERDUN$
513100842,10 Boulevard Jeanne d'Arc,,,10 BOULEVARD JEANNE D ARC  ,JEANNE$|ARC$
808364798,,2 Chemin de la Vieille Côte,, 2 CHEMIN DE LA VIEILLE COTE ,VIEILLE$|COTE$
878396951,,18 Rue du Stade,, 18 RUE DU STADE ,STADE$
401985130,,1950 chemin de la Guiramande,, 1950 CHEMIN DE LA GUIRAMANDE ,GUIRAMANDE$
492019716,54 rue de Paradis,,,54 RUE DE PARADIS  ,PARADIS$
331593467,,14 rue de l'Eglise,, 14 RUE DE L EGLISE ,EGLISE$
481859577,"Résidence ""la Magdeleine""",20 rue du Parc,,RESIDENCE  LA MAGDELEINE  20 RUE DU PARC ,MAGDELEINE$|PARC$
419627922,,ZA LES PRES MOUCHETS,, ZA LES PRES MOUCHETS ,ZA$|PRES$|MOUCHETS$
839427556,,7 Impasse Saint-Sébastien,, 7 IMPASSE SAINT SEBASTIEN ,SAINT$|SEBASTIEN$
842396525,53 Avenue du général Leclerc,,,53 AVENUE DU GENERAL LECLERC  ,GENERAL$|LECLERC$
393500285,,44 rue DE L'UNIVERSITE,, 44 RUE DE L UNIVERSITE ,UNIVERSITE$
516610904,,COLLONGE,MARCILLY-OGNY, COLLONGE MARCILLY OGNY,COLLONGE$|MARCILLY$|OGNY$
404750572,36 Rue Gambetta,,,36 RUE GAMBETTA  ,GAMBETTA$
839402187,  ROUTE DE MANTES, CENTRE COMMERCIAL CARREFOUR,,  ROUTE DE MANTES  CENTRE COMMERCIAL CARREFOUR ,MANTES$|CENTRE$|COMMERCIAL$
753581156, Rond-point du Golf,,, ROND POINT DU GOLF  ,ROND$|POINT$|GOLF$
522914043,51 Avenue Ste Marguerite, Villa Nuci,,51 AVENUE STE MARGUERITE  VILLA NUCI ,STE$|MARGUERITE$|NUCI$
804100816,,957 chemin de Leuze,, 957 CHEMIN DE LEUZE ,LEUZE$
849859988,1 Rue François Guisol,,,1 RUE FRANCOIS GUISOL  ,FRANCOIS$|GUISOL$
532777117,24 Boulevard Bezombes,,,24 BOULEVARD BEZOMBES  ,BEZOMBES$
812846673,5 Rue Francis de Pressense,,,5 RUE FRANCIS DE PRESSENSE  ,FRANCIS$|PRESSENSE$
411211063,,Charbonnier,, CHARBONNIER ,CHARBONNIER$
811412774,99 Allée du Colonel Fabien,,,99 ALLEE DU COLONEL FABIEN  ,ALLEE$|COLONEL$|FABIEN$
309869428, Route DU TREMBLAY,,, ROUTE DU TREMBLAY  ,TREMBLAY$
840531636,,Rue Genevoise,Angle Rue Rose Sage, RUE GENEVOISE ANGLE RUE ROSE SAGE,GENEVOISE$|ANGLE$|ROSE$|SAGE$
840189401,,8 rue de l'You,, 8 RUE DE L YOU ,YOU$
498657105,  Zac du Moulin,,,  ZAC DU MOULIN  ,ZAC$|MOULIN$
453112880,,,la Houn de Lange,  LA HOUN DE LANGE,HOUN$|LANGE$
792644999,23 rue de Richelieu,,,23 RUE DE RICHELIEU  ,RICHELIEU$
829851401,26T Rue de Montreuil,,,26T RUE DE MONTREUIL  ,MONTREUIL$
791269624,,Château de Craon,, CHATEAU DE CRAON ,CHATEAU$|CRAON$
422775528,,5 Zae de Montaury,Lignan-sur-Orb, 5 ZAE DE MONTAURY LIGNAN SUR ORB,ZAE$|MONTAURY$|LIGNAN$|ORB$
414480103,7 Avenue Mathias Duval , Villa Neroli,,7 AVENUE MATHIAS DUVAL   VILLA NEROLI ,MATHIAS$|DUVAL$|NEROLI$
846543742,,,,  ,
341879872,,235 Route de Saint-Clair,, 235 ROUTE DE SAINT CLAIR ,SAINT$|CLAIR$
481179059,,99 avenue de la Division Leclerc,, 99 AVENUE DE LA DIVISION LECLERC ,DIVISION$|LECLERC$
399032465,,5 Chemin du Causse,, 5 CHEMIN DU CAUSSE ,CAUSSE$
804956266,,4 Impasse du Pont,, 4 IMPASSE DU PONT ,PONT$
504933292,10 Rue Saint François de Paule, C/. SCI PALIMA,,10 RUE SAINT FRANCOIS DE PAULE  C   SCI PALIMA ,SAINT$|FRANCOIS$|PAULE$|SCI$|PALIMA$
829971878,5 Avenue du Meilleur Ouvrier de France,,,5 AVENUE DU MEILLEUR OUVRIER DE FRANCE  ,MEILLEUR$|OUVRIER$|FRANCE$
812450583,12 ter Rue des Pavillons,,,12 TER RUE DES PAVILLONS  ,TER$|PAVILLONS$
387710130,,MONTCHANIN,, MONTCHANIN ,MONTCHANIN$
950418335,27 Rue des Gaillons,,,27 RUE DES GAILLONS  ,GAILLONS$
500914460,24 Boulevard ALBERT CAMUS,,,24 BOULEVARD ALBERT CAMUS  ,ALBERT$|CAMUS$
451550768,,6261 Route de la Feyta,, 6261 ROUTE DE LA FEYTA ,FEYTA$
337963284,3-7 Place de l'Europe,,,3 7 PLACE DE L EUROPE  ,EUROPE$
327237285,013 Avenue DE LA REPUBLIQUE,,,013 AVENUE DE LA REPUBLIQUE  ,REPUBLIQUE$
822792685,16 Rue Olivier Messiaen,,,16 RUE OLIVIER MESSIAEN  ,OLIVIER$|MESSIAEN$
513796649,31 bis Chemin de la Cave,,,31 BIS CHEMIN DE LA CAVE  ,CAVE$
797975950,,37 rue Paul Sérusier,, 37 RUE PAUL SERUSIER ,PAUL$|SERUSIER$
348187006,176 rue de l'Université,,,176 RUE DE L UNIVERSITE  ,UNIVERSITE$
394774814,2 Impasse Lei Esparadou, Le Vallon des Vignes,,2 IMPASSE LEI ESPARADOU  LE VALLON DES VIGNES ,LEI$|ESPARADOU$|VALLON$|VIGNES$
850996224,25 Avenue JOHN FITZGERALD KENNEDY,,,25 AVENUE JOHN FITZGERALD KENNEDY  ,JOHN$|FITZGERALD$|KENNEDY$
839218450,22 Avenue Louis Luc,,,22 AVENUE LOUIS LUC  ,LOUIS$|LUC$
451424022,,571 Rue BERGSON,, 571 RUE BERGSON ,BERGSON$
834780587,1 Rue de Strasbourg,,,1 RUE DE STRASBOURG  ,STRASBOURG$
814456158,30 Rue Fessart,,,30 RUE FESSART  ,FESSART$
321592529,,Chaintré,, CHAINTRE ,CHAINTRE$
442549234,,18 rue des Vieux Fours,, 18 RUE DES VIEUX FOURS ,VIEUX$|FOURS$
508001971,,34  Dessus du Cami de la,Boulbeno, 34  DESSUS DU CAMI DE LA BOULBENO,DESSUS$|CAMI$|BOULBENO$
879234797,,14 Rue Pierre Michel,, 14 RUE PIERRE MICHEL ,PIERRE$|MICHEL$
818816530,,Lieu dit Labigue,Fargues, LIEU DIT LABIGUE FARGUES,LIEU$|DIT$|LABIGUE$|FARGUES$
327831509,,32 Rue du Maréchal Foch,, 32 RUE DU MARECHAL FOCH ,MARECHAL$|FOCH$
841931504,195 Chemin de Medan,,,195 CHEMIN DE MEDAN  ,MEDAN$
853211308,,13 Place Grenette,, 13 PLACE GRENETTE ,GRENETTE$
843510504,180 Avenue de Verdun,,,180 AVENUE DE VERDUN  ,VERDUN$
823338553,,5 Lotissement les Gilets,, 5 LOTISSEMENT LES GILETS ,GILETS$
830694600,14 Rue 8 Ème Régiment Infanterie, M20,,14 RUE 8 EME REGIMENT INFANTERIE  M20 ,EME$|REGIMENT$|INFANTERIE$
838162022,,21 Route de Bié Rouge,Cessia, 21 ROUTE DE BIE ROUGE CESSIA,BIE$|ROUGE$|CESSIA$
414600445,,"Villa N 13 ""les Parcs de Beauvallon"" - Beauvallon",Grimaud, VILLA N 13  LES PARCS DE BEAUVALLON    BEAUVALLON GRIMAUD,PARCS$|BEAUVALLON$|BEAUVALLON$|GRIMAUD$
494698541,44 Rue Jean Jaurès,,,44 RUE JEAN JAURES  ,JEAN$|JAURES$
788439206,,125 rue Roger Salengro,Cherbourg Octeville, 125 RUE ROGER SALENGRO CHERBOURG OCTEVILLE,ROGER$|SALENGRO$|CHERBOURG$|OCTEVILLE$
830731402,,8 Rue Jean Barthélemy,, 8 RUE JEAN BARTHELEMY ,JEAN$|BARTHELEMY$
528370752,50 Chemin de la Madrague Ville,,,50 CHEMIN DE LA MADRAGUE VILLE  ,MADRAGUE$|VILLE$
678501263,,Centre Commercial,Cora Lens II, CENTRE COMMERCIAL CORA LENS II,CENTRE$|COMMERCIAL$|CORA$|LENS$|II$
839717659,4-6 boulevard Montmartre,,,4 6 BOULEVARD MONTMARTRE  ,MONTMARTRE$
542076799,14 Rue de Briangaud, Zone Industrielle de Briangaud,,14 RUE DE BRIANGAUD  ZONE INDUSTRIELLE DE BRIANGAUD ,BRIANGAUD$|ZONE$|INDUSTRIELLE$|BRIANGAUD$
533889945,,,Zone Activité Aeropole,  ZONE ACTIVITE AEROPOLE,ZONE$|ACTIVITE$|AEROPOLE$
532626645,47 avenue de l'Opéra,,,47 AVENUE DE L OPERA  ,OPERA$
350953592,,Rue des Chaudières,, RUE DES CHAUDIERES ,CHAUDIERES$
839229747,2 Route DE BONNEUIL,,,2 ROUTE DE BONNEUIL  ,BONNEUIL$
500810262,,133 Cours Berriat,, 133 COURS BERRIAT ,BERRIAT$
839873395,Résidence Léonard de Vinci Apt A15,3 Allée du Cadran,,RESIDENCE LEONARD DE VINCI APT A15 3 ALLEE DU CADRAN ,LEONARD$|VINCI$|APT$|ALLEE$|CADRAN$
490754306,12 cours de Vincennes,,,12 COURS DE VINCENNES  ,VINCENNES$
837811405,10 Avenue des Ecoles,,,10 AVENUE DES ECOLES  ,ECOLES$
822583837,,51 Avenue du Maréchal de Saxe,, 51 AVENUE DU MARECHAL DE SAXE ,MARECHAL$|SAXE$
433329190,26 rue des Grenouilles,,,26 RUE DES GRENOUILLES  ,GRENOUILLES$
824124820,,1432 Chemin de la Rivière,, 1432 CHEMIN DE LA RIVIERE ,RIVIERE$
827802646,,21 Allée des Mitaillères,, 21 ALLEE DES MITAILLERES ,ALLEE$|MITAILLERES$
839289030,,2 boulevard Jean Giono,Résidence Bel Air, 2 BOULEVARD JEAN GIONO RESIDENCE BEL AIR,JEAN$|GIONO$|BEL$|AIR$
844323774,16 Rue Alphonse Pallu,,,16 RUE ALPHONSE PALLU  ,ALPHONSE$|PALLU$
348826504,,la Chauviniere,Saint-Macaire-en-Mauges, LA CHAUVINIERE SAINT MACAIRE EN MAUGES,CHAUVINIERE$|SAINT$|MACAIRE$|MAUGES$
843705732,,31 rue des Glaïeuls,, 31 RUE DES GLAIEULS ,GLAIEULS$
819732041,15 Avenue PARMENTIER,,,15 AVENUE PARMENTIER  ,PARMENTIER$
511027997,16 rue de l Artisanat ZA de la Nivardière,,,16 RUE DE L ARTISANAT ZA DE LA NIVARDIERE  ,ARTISANAT$|ZA$|NIVARDIERE$
750528739,,36 E Rue des Vingt Toises,Le Forum Saint Martin, 36 E RUE DES VINGT TOISES LE FORUM SAINT MARTIN,VINGT$|TOISES$|FORUM$|SAINT$|MARTIN$
750463127,2 Allée des Lilas,,,2 ALLEE DES LILAS  ,ALLEE$|LILAS$
391897865,,le Parc Piquet,Hauterive, LE PARC PIQUET HAUTERIVE,PARC$|PIQUET$|HAUTERIVE$
393843719,,59 rue de la Seine,, 59 RUE DE LA SEINE ,SEINE$
817640055,38 rue du Maréchal Foch,,,38 RUE DU MARECHAL FOCH  ,MARECHAL$|FOCH$
520843889,10 Allée des Hélianthes, La Californie,,10 ALLEE DES HELIANTHES  LA CALIFORNIE ,ALLEE$|HELIANTHES$|CALIFORNIE$
851111872,,62 route Principale,, 62 ROUTE PRINCIPALE ,PRINCIPALE$
533670261,,33 rue Cardinal Fesch,, 33 RUE CARDINAL FESCH ,CARDINAL$|FESCH$
528273949,10 Rue Voltaire,,,10 RUE VOLTAIRE  ,VOLTAIRE$
818718322,,1548 route de l'Etang,, 1548 ROUTE DE L ETANG ,ETANG$
518816277,,QUARTIER DE LA GARE,, QUARTIER DE LA GARE ,GARE$
482340999,Les Raingeardes,,,LES RAINGEARDES  ,RAINGEARDES$
439775875,12 Rue du Poujeau,,,12 RUE DU POUJEAU  ,POUJEAU$
803399815,,797 Rue Max Planck,, 797 RUE MAX PLANCK ,MAX$|PLANCK$
311554505,,RUE PROUDHON,PASSAGE DE FRANCE - BELFORT, RUE PROUDHON PASSAGE DE FRANCE   BELFORT,PROUDHON$|FRANCE$|BELFORT$
851144139,,191 Route de Saint André de Corcy,, 191 ROUTE DE SAINT ANDRE DE CORCY ,SAINT$|ANDRE$|CORCY$
483153540, Place de la Bouverie,,, PLACE DE LA BOUVERIE  ,BOUVERIE$
504018979,238 Rue d'Endoume,,,238 RUE D ENDOUME  ,ENDOUME$
521226910,21/23 Rue du Ballon, ZI les Richardets,,21 23 RUE DU BALLON  ZI LES RICHARDETS ,BALLON$|ZI$|RICHARDETS$
840430243,,les Basses Cognasses,, LES BASSES COGNASSES ,BASSES$|COGNASSES$
407794270,,17-19-21 Quai du Hâble,, 17 19 21 QUAI DU HABLE ,HABLE$
489103259,22 Rue des Fleurs,,,22 RUE DES FLEURS  ,FLEURS$
498255025,160 Rue Pierre Brossolette,,,160 RUE PIERRE BROSSOLETTE  ,PIERRE$|BROSSOLETTE$
497513861,1101 Chemin De la muraille longue,,,1101 CHEMIN DE LA MURAILLE LONGUE  ,MURAILLE$|LONGUE$
514077262,,20 Chemin du Grand Bois,, 20 CHEMIN DU GRAND BOIS ,GRAND$|BOIS$
510849045,,1 Allée des Ecureuils,, 1 ALLEE DES ECUREUILS ,ALLEE$|ECUREUILS$
492540414,28 rue du Four,,,28 RUE DU FOUR  ,FOUR$
431616853,4 rue Sainte-Anastase,,,4 RUE SAINTE ANASTASE  ,SAINTE$|ANASTASE$
794244384,27 Rue de l'Industrie,,,27 RUE DE L INDUSTRIE  ,INDUSTRIE$
533148177,,2 Rue Henri Maréchal,, 2 RUE HENRI MARECHAL ,HENRI$|MARECHAL$
524765021,,12 Chemin du Vignalis,, 12 CHEMIN DU VIGNALIS ,VIGNALIS$
841381544,,409 rue de l'Université,, 409 RUE DE L UNIVERSITE ,UNIVERSITE$
452233786,2 Chemin de l'Ermigère,,,2 CHEMIN DE L ERMIGERE  ,ERMIGERE$
841646953,,Chez Lavis,, CHEZ LAVIS ,CHEZ$|LAVIS$
324632876,49 rue Eugène Leduc,,,49 RUE EUGENE LEDUC  ,EUGENE$|LEDUC$
852463868,62-64 rue de Lisbonne,,,62 64 RUE DE LISBONNE  ,LISBONNE$
509401550,,181 rue du Centre Arco,, 181 RUE DU CENTRE ARCO ,CENTRE$|ARCO$
399249358,34 Boulevard ALEXANDRE LACOUR,,,34 BOULEVARD ALEXANDRE LACOUR  ,ALEXANDRE$|LACOUR$
556850030,,45 rue de Terre Rouge,Azé, 45 RUE DE TERRE ROUGE AZE,TERRE$|ROUGE$|AZE$
317496651,, 047 COURS XAVIER ARNOZAN,,  047 COURS XAVIER ARNOZAN ,XAVIER$|ARNOZAN$
812526093,97 rue Lecourbe,,,97 RUE LECOURBE  ,LECOURBE$
820454759,Cabinet Zinger,14 rue Oberkampf,,CABINET ZINGER 14 RUE OBERKAMPF ,CABINET$|ZINGER$|OBERKAMPF$
390569135,,427 rue montet,, 427 RUE MONTET ,MONTET$
832542047,  231et 239 Jardin de l'Arche,,,  231ET 239 JARDIN DE L ARCHE  ,JARDIN$|ARCHE$
430263087,377 Boulevard DE LA MADELEINE,,,377 BOULEVARD DE LA MADELEINE  ,MADELEINE$
504254947,,37 avenue Pierre Sémard,, 37 AVENUE PIERRE SEMARD ,PIERRE$|SEMARD$
457800464,,8 place de la Comédie,, 8 PLACE DE LA COMEDIE ,COMEDIE$
830666509,29 Rue de la Moinerie,,,29 RUE DE LA MOINERIE  ,MOINERIE$
306771783,,110 chemin d'Aymes,, 110 CHEMIN D AYMES ,AYMES$
429813819,,5 avenue de Toulouse,, 5 AVENUE DE TOULOUSE ,TOULOUSE$
428681118,139/141 Boulevard DE LA REINE,,,139 141 BOULEVARD DE LA REINE  ,REINE$
306642976,,la Charbonnière,, LA CHARBONNIERE ,CHARBONNIERE$
851916106,,58 rue de Laravoie,, 58 RUE DE LARAVOIE ,LARAVOIE$
819142639,,229 rue Aristide Briand,, 229 RUE ARISTIDE BRIAND ,ARISTIDE$|BRIAND$
799731609,,6 impasse des Marettes,, 6 IMPASSE DES MARETTES ,MARETTES$
507867877,,Zone d'Activités,Perriers-la-campagne, ZONE D ACTIVITES PERRIERS LA CAMPAGNE,ZONE$|ACTIVITES$|PERRIERS$|CAMPAGNE$
340207943,,rue des Blanchisseuses,, RUE DES BLANCHISSEUSES ,BLANCHISSEUSES$
841435753,,Lieu dit les Guillons,Lot B2 - A346, LIEU DIT LES GUILLONS LOT B2   A346,LIEU$|DIT$|GUILLONS$|LOT$
513025478,,4 DOMAINE DU LAC,, 4 DOMAINE DU LAC ,LAC$
430052035,4 avenue du 11 Novembre,,,4 AVENUE DU 11 NOVEMBRE  ,NOVEMBRE$
381574938,,Domaine du Colombier,, DOMAINE DU COLOMBIER ,COLOMBIER$
488073768,26 rue des Cigales,,,26 RUE DES CIGALES  ,CIGALES$
333406171,Chez Monsieur Benoit Masson,18 Avenue Nicolas Copernic,,CHEZ MONSIEUR BENOIT MASSON 18 AVENUE NICOLAS COPERNIC ,CHEZ$|MONSIEUR$|BENOIT$|MASSON$|NICOLAS$|COPERNIC$
840940423,2 Impasse du coulet,,,2 IMPASSE DU COULET  ,COULET$
492197512,7 Boulevard du Maréchal Juin,,,7 BOULEVARD DU MARECHAL JUIN  ,MARECHAL$|JUIN$
443122544,,346 allée Albert Einstein,Espace Magenta, 346 ALLEE ALBERT EINSTEIN ESPACE MAGENTA,ALLEE$|ALBERT$|EINSTEIN$|ESPACE$|MAGENTA$
830314977,,Lieudit Lafivat,Parcele B 464, LIEUDIT LAFIVAT PARCELE B 464,LIEUDIT$|LAFIVAT$|PARCELE$
818486367,12 Rue Phanie Leleu,,,12 RUE PHANIE LELEU  ,PHANIE$|LELEU$
808771646,,80 rue André Boulle,, 80 RUE ANDRE BOULLE ,ANDRE$|BOULLE$
341330991,,DOMAINE DE FONGRAVE,MONTBARTIER, DOMAINE DE FONGRAVE MONTBARTIER,FONGRAVE$|MONTBARTIER$
802369140,21 rue de Fécamp,,,21 RUE DE FECAMP  ,FECAMP$
788666717,,29 Rue des Ormes,, 29 RUE DES ORMES ,ORMES$
844722892,,route de Saint-Clar,, ROUTE DE SAINT CLAR ,SAINT$|CLAR$
513828046,,Zone Artisanale,, ZONE ARTISANALE ,ZONE$|ARTISANALE$
382177335,,Boulevard Maurice Pourchon,Chez Ed, BOULEVARD MAURICE POURCHON CHEZ ED,MAURICE$|POURCHON$|CHEZ$|ED$
813984929,34 Avenue de Saint Just,,,34 AVENUE DE SAINT JUST  ,SAINT$|JUST$
498073717,,230 Route du Barbichon,, 230 ROUTE DU BARBICHON ,BARBICHON$
379014715,94 chaussée Brunehaut,,,94 CHAUSSEE BRUNEHAUT  ,BRUNEHAUT$
798993473,,291 Route de Genas,, 291 ROUTE DE GENAS ,GENAS$
852118405,83 Rue des Ajoncs, La Rambauderie,,83 RUE DES AJONCS  LA RAMBAUDERIE ,AJONCS$|RAMBAUDERIE$
798233011,,23 boulevard de l'Europe,, 23 BOULEVARD DE L EUROPE ,EUROPE$
831431242,154 Rue Jules Ferry,,,154 RUE JULES FERRY  ,JULES$|FERRY$
794572263,,25 rue Pierre Girault,, 25 RUE PIERRE GIRAULT ,PIERRE$|GIRAULT$
338949217,40 Rue DU COUDRAY ,,,40 RUE DU COUDRAY   ,COUDRAY$
877523134,172 rue de l'Université,,,172 RUE DE L UNIVERSITE  ,UNIVERSITE$
830081956,21 bis rue du Simplon,,,21 BIS RUE DU SIMPLON  ,SIMPLON$
843053265,53 Avenue Pierre Brossolette,,,53 AVENUE PIERRE BROSSOLETTE  ,PIERRE$|BROSSOLETTE$
839270402,,,Les Pasquiers,  LES PASQUIERS,PASQUIERS$
752993808,8 rue Christophe Colomb,,,8 RUE CHRISTOPHE COLOMB  ,CHRISTOPHE$|COLOMB$
444802870,111 Rue Pétin Gaudet, Gaulle,,111 RUE PETIN GAUDET  GAULLE ,PETIN$|GAUDET$|GAULLE$
487927105,,240 Allée de Strasbourg,, 240 ALLEE DE STRASBOURG ,ALLEE$|STRASBOURG$
330229907,,"55 RUE DE VERSAILLES, ""LA LOGE""",, 55 RUE DE VERSAILLES   LA LOGE  ,VERSAILLES$|LOGE$
807953203,61-63 Grande Rue Charles De Gaulle,,,61 63 GRANDE RUE CHARLES DE GAULLE  ,GRANDE$|CHARLES$|GAULLE$
844112631,64 rue du Dessous des Berges,,,64 RUE DU DESSOUS DES BERGES  ,DESSOUS$|BERGES$
850871724,,40 Route de Toulouse,, 40 ROUTE DE TOULOUSE ,TOULOUSE$
398471565,,143 rue Amiral Romain Desfossés,, 143 RUE AMIRAL ROMAIN DESFOSSES ,AMIRAL$|ROMAIN$|DESFOSSES$
821152667,6  Bis Rue de la Paroisse,,,6  BIS RUE DE LA PAROISSE  ,PAROISSE$
843081548,,84 rue du Vieux Moulin,, 84 RUE DU VIEUX MOULIN ,VIEUX$|MOULIN$
523456028,,5 rue Toussaint,, 5 RUE TOUSSAINT ,TOUSSAINT$
500585971,519 Route de Lachat,,,519 ROUTE DE LACHAT  ,LACHAT$
397612813,,BECQ,, BECQ ,BECQ$
533873162,,36 avenue de la Valmasque,Chez Mr Sabbagh Robert, 36 AVENUE DE LA VALMASQUE CHEZ MR SABBAGH ROBERT,VALMASQUE$|CHEZ$|MR$|SABBAGH$|ROBERT$
402472591,14 Rue Dupont des Loges,,,14 RUE DUPONT DES LOGES  ,DUPONT$|LOGES$
388110108,115 rue de l'Abbé Groult,,,115 RUE DE L ABBE GROULT  ,ABBE$|GROULT$
381358118,,423 avenue du Touring Club de France,, 423 AVENUE DU TOURING CLUB DE FRANCE ,TOURING$|CLUB$|FRANCE$
841035199,,9 rue Carnot,, 9 RUE CARNOT ,CARNOT$
335012027,,26 LES AUVERNELLES,, 26 LES AUVERNELLES ,AUVERNELLES$
828755579,Appartement 232 - 23 Residence Beau Site Bâtiment Hortensias,,,APPARTEMENT 232   23 RESIDENCE BEAU SITE BATIMENT HORTENSIAS  ,APPARTEMENT$|BEAU$|SITE$|BATIMENT$|HORTENSIAS$
814921987,302 rue Aristide Briand,,,302 RUE ARISTIDE BRIAND  ,ARISTIDE$|BRIAND$
515325017,66 Rue des Vallées,,,66 RUE DES VALLEES  ,VALLEES$
441221421,,Zone d'Activité Commerciale des Bouchardes,, ZONE D ACTIVITE COMMERCIALE DES BOUCHARDES ,ZONE$|ACTIVITE$|COMMERCIALE$|BOUCHARDES$
843247453,,14 avenue de Bordeaux,, 14 AVENUE DE BORDEAUX ,BORDEAUX$
450126347,52 Rue PERTHUIS,,,52 RUE PERTHUIS  ,PERTHUIS$
403535420,,13 rue de l'Oust,, 13 RUE DE L OUST ,OUST$
840639892,163  DU DOCTEUR DERVAUX,,,163  DU DOCTEUR DERVAUX  ,DOCTEUR$|DERVAUX$
354057606,,230 Rue Laennec,, 230 RUE LAENNEC ,LAENNEC$
514468990,2 Rue de l'Aube,,,2 RUE DE L AUBE  ,AUBE$
489503144,11 Rue PELLETIER,,,11 RUE PELLETIER  ,PELLETIER$
453068280,1 Place PAUL VERLAINE,,,1 PLACE PAUL VERLAINE  ,PAUL$|VERLAINE$
804901981,6 rue Falguière,,,6 RUE FALGUIERE  ,FALGUIERE$
844585851,,29 rue des Rêveries,, 29 RUE DES REVERIES ,REVERIES$
490756764,4 rue de la Charpraie,,,4 RUE DE LA CHARPRAIE  ,CHARPRAIE$
832083695,,Chemin du Moulin,, CHEMIN DU MOULIN ,MOULIN$
429631773,24 Avenue des Coteaux, le Bocage Olivier 3,,24 AVENUE DES COTEAUX  LE BOCAGE OLIVIER 3 ,COTEAUX$|BOCAGE$|OLIVIER$
831253612,3  l'Étang,,,3  L ETANG  ,ETANG$
840902639,28 Rue Rodrigues Péreire,,,28 RUE RODRIGUES PEREIRE  ,RODRIGUES$|PEREIRE$
830015822,235 Rue Jean Monnet,,,235 RUE JEAN MONNET  ,JEAN$|MONNET$
828354936,108 Rue des Dionées, le Vallon Lot 7,,108 RUE DES DIONEES  LE VALLON LOT 7 ,DIONEES$|VALLON$|LOT$
482567906,,14 RUE DES FARGES,, 14 RUE DES FARGES ,FARGES$
841331424,,67 Rue de Caen,Bretteville l'Orgueilleuse, 67 RUE DE CAEN BRETTEVILLE L ORGUEILLEUSE,CAEN$|BRETTEVILLE$|ORGUEILLEUSE$
838811529,32 Rue DU BAS VAL MARY,,,32 RUE DU BAS VAL MARY  ,BAS$|VAL$|MARY$
831092929,2 Rue Edgar Quinet,,,2 RUE EDGAR QUINET  ,EDGAR$|QUINET$
832182273,65 Rue des Trois Fontanot,65 Rue des Trois Fontanot,,65 RUE DES TROIS FONTANOT 65 RUE DES TROIS FONTANOT ,TROIS$|FONTANOT$|TROIS$|FONTANOT$
850330101,,Les Foulons,, LES FOULONS ,FOULONS$
819646365,,6 Passage des Caves,, 6 PASSAGE DES CAVES ,CAVES$
521054007,,route de Saint-Sever,, ROUTE DE SAINT SEVER ,SAINT$|SEVER$
824493266,54/56 avenue Hoche,,,54 56 AVENUE HOCHE  ,HOCHE$
495288912,130 Avenue Maréchal Foch,,,130 AVENUE MARECHAL FOCH  ,MARECHAL$|FOCH$
